"DateTime","Volume (24h)"
"2015-06-09 20:00:00",34299400
"2015-06-11 20:00:00",20929300
"2015-06-13 20:00:00",20494400
"2015-06-15 20:00:00",27361300
"2015-06-17 20:00:00",66409600
"2015-06-19 20:00:00",39030100
"2015-06-21 20:00:00",31256000
"2015-06-23 20:00:00",22359700
"2015-06-25 20:00:00",24965200
"2015-06-27 20:00:00",30521900
"2015-06-29 20:00:00",53162000
"2015-07-01 20:00:00",39329200
"2015-07-03 20:00:00",27245400
"2015-07-05 20:00:00",63410500
"2015-07-07 20:00:00",48125600
"2015-07-09 20:00:00",93158800
"2015-07-11 20:00:00",67371800
"2015-07-13 20:00:00",83701600
"2015-07-15 20:00:00",39779500
"2015-07-17 20:00:00",40065200
"2015-07-19 20:00:00",22514800
"2015-07-21 20:00:00",30531400
"2015-07-23 20:00:00",22932100
"2015-07-25 20:00:00",33663100
"2015-07-27 20:00:00",38978400
"2015-07-29 20:00:00",33942500
"2015-07-31 20:00:00",30379300
"2015-08-02 20:00:00",26412300
"2015-08-04 20:00:00",27792800
"2015-08-06 20:00:00",25029900
"2015-08-08 20:00:00",93907600
"2015-08-10 20:00:00",25435900
"2015-08-12 20:00:00",34352500
"2015-08-14 20:00:00",36489000
"2015-08-16 20:00:00",38239900
"2015-08-18 20:00:00",53813000
"2015-08-20 20:00:00",40046300
"2015-08-22 20:00:00",28689500
"2015-08-24 20:00:00",70485296
"2015-08-26 20:00:00",39820400
"2015-08-28 20:00:00",39206200
"2015-08-30 20:00:00",24912900
"2015-09-01 20:00:00",25291700
"2015-09-03 20:00:00",21571600
"2015-09-05 20:00:00",23573600
"2015-09-07 20:00:00",24270700
"2015-09-09 20:00:00",27144500
"2015-09-11 20:00:00",22597100
"2015-09-13 20:00:00",20265100
"2015-09-15 20:00:00",21787800
"2015-09-17 20:00:00",24634700
"2015-09-19 20:00:00",16163300
"2015-09-21 20:00:00",22483200
"2015-09-23 20:00:00",19722700
"2015-09-25 20:00:00",24482000
"2015-09-27 20:00:00",13780600
"2015-09-29 20:00:00",27903700
"2015-10-01 20:00:00",21767900
"2015-10-03 20:00:00",16422400
"2015-10-05 20:00:00",23867000
"2015-10-07 20:00:00",23306200
"2015-10-09 20:00:00",19572700
"2015-10-11 20:00:00",17629500
"2015-10-13 20:00:00",30873000
"2015-10-15 20:00:00",27449100
"2015-10-17 20:00:00",46482800
"2015-10-19 20:00:00",26890500
"2015-10-21 20:00:00",27085700
"2015-10-23 20:00:00",31131400
"2015-10-25 20:00:00",48452100
"2015-10-27 20:00:00",49622300
"2015-10-29 20:00:00",80225400
"2015-10-31 20:00:00",55306600
"2015-11-02 19:00:00",112804000
"2015-11-04 19:00:00",294500992
"2015-11-06 19:00:00",132852000
"2015-11-08 19:00:00",52651600
"2015-11-10 19:00:00",103802000
"2015-11-12 19:00:00",83156600
"2015-11-14 19:00:00",37851900
"2015-11-16 19:00:00",48405900
"2015-11-18 19:00:00",42880300
"2015-11-20 19:00:00",54581700
"2015-11-22 19:00:00",21743400
"2015-11-24 19:00:00",28142200
"2015-11-26 19:00:00",115671000
"2015-11-28 19:00:00",36078900
"2015-11-30 19:00:00",74521000
"2015-12-02 19:00:00",56597100
"2015-12-04 19:00:00",35243300
"2015-12-06 19:00:00",83270800
"2015-12-08 19:00:00",62346300
"2015-12-10 19:00:00",55890600
"2015-12-12 19:00:00",138726000
"2015-12-14 19:00:00",137050000
"2015-12-16 19:00:00",110348000
"2015-12-18 19:00:00",59986400
"2015-12-20 19:00:00",76729400
"2015-12-22 19:00:00",50818200
"2015-12-24 19:00:00",57357300
"2015-12-26 19:00:00",120821000
"2015-12-28 19:00:00",50615300
"2015-12-30 19:00:00",47689200
"2016-01-01 19:00:00",37064800
"2016-01-03 19:00:00",39163500
"2016-01-05 19:00:00",34198900
"2016-01-07 19:00:00",91408896
"2016-01-09 19:00:00",37946900
"2016-01-11 19:00:00",45089900
"2016-01-13 19:00:00",65190200
"2016-01-15 19:00:00",153138000
"2016-01-17 19:00:00",48622700
"2016-01-19 19:00:00",47133700
"2016-01-21 19:00:00",70344000
"2016-01-23 19:00:00",70185200
"2016-01-25 19:00:00",96335200
"2016-01-27 19:00:00",90280600
"2016-01-29 19:00:00",103727000
"2016-01-31 19:00:00",53740800
"2016-02-02 19:00:00",49254300
"2016-02-04 19:00:00",73667904
"2016-02-06 19:00:00",56600100
"2016-02-08 19:00:00",58552900
"2016-02-10 19:00:00",116720000
"2016-02-12 19:00:00",96979104
"2016-02-14 19:00:00",79079600
"2016-02-16 19:00:00",91191696
"2016-02-18 19:00:00",95036600
"2016-02-20 19:00:00",97162704
"2016-02-22 19:00:00",82108096
"2016-02-24 19:00:00",77926496
"2016-02-26 19:00:00",70127504
"2016-02-28 19:00:00",75463104
"2016-03-01 19:00:00",105433000
"2016-03-03 19:00:00",150828000
"2016-03-05 19:00:00",204124000
"2016-03-07 19:00:00",132986000
"2016-03-09 19:00:00",119325000
"2016-03-11 19:00:00",113189000
"2016-03-13 20:00:00",129645000
"2016-03-15 20:00:00",104266000
"2016-03-17 20:00:00",141106000
"2016-03-19 20:00:00",91831104
"2016-03-21 20:00:00",97353904
"2016-03-23 20:00:00",84733200
"2016-03-25 20:00:00",67491696
"2016-03-27 20:00:00",92000704
"2016-03-29 20:00:00",95844400
"2016-03-31 20:00:00",75749200
"2016-04-02 20:00:00",54137000
"2016-04-04 20:00:00",67338800
"2016-04-06 20:00:00",75903904
"2016-04-08 20:00:00",79017400
"2016-04-10 20:00:00",119721000
"2016-04-12 20:00:00",95943104
"2016-04-14 20:00:00",57835400
"2016-04-16 20:00:00",47818900
"2016-04-18 20:00:00",76294000
"2016-04-20 20:00:00",87923696
"2016-04-22 20:00:00",70717200
"2016-04-24 20:00:00",79191800
"2016-04-26 20:00:00",99953696
"2016-04-28 20:00:00",85900800
"2016-04-30 20:00:00",104166000
"2016-05-02 20:00:00",137212992
"2016-05-04 20:00:00",72663000
"2016-05-06 20:00:00",101140000
"2016-05-08 20:00:00",56660200
"2016-05-10 20:00:00",80446896
"2016-05-12 20:00:00",86099600
"2016-05-14 20:00:00",57969500
"2016-05-16 20:00:00",93174200
"2016-05-18 20:00:00",156319008
"2016-05-20 20:00:00",139076000
"2016-05-22 20:00:00",59645900
"2016-05-24 20:00:00",110814000
"2016-05-26 20:00:00",110233000
"2016-05-28 20:00:00",250108000
"2016-05-30 20:00:00",112182000
"2016-06-01 20:00:00",122548000
"2016-06-03 20:00:00",157708000
